0,0
7,13
12,24
9,12
17,23
29,25
29,13
25,2
25,-9
41,-9
53,-3
69,8
91,23
118,44
148,71
184,100
224,135
268,176
316,220
368,269
424,323
486,381
552,445
621,513
693,583
767,652
844,721
925,792
1011,865
1101,942
1192,1024
1289,1109
1386,1200
1485,1296
1588,1394
1693,1496
1801,1601
1914,1707
2029,1817
2144,1930
2255,2050
2374,2171
2497,2295
2619,2428
2745,2562
2870,2698
2995,2839
3123,2980
3252,3120
3380,3259
3513,3396
3649,3537
3788,3680
3930,3825
4075,3972
4391,4283
4553,4438
4720,4602
4891,4765
5058,4931
5226,5093
5392,5256
5554,5417
5713,5578
5873,5740
6034,5900
6195,6059
6358,6217
6520,6378
6685,6543
6856,6711
7027,6885
7201,7059
7381,7233
7564,7413
7753,7600
7945,7793
8141,7991
8345,8191
8555,8388
8765,8590
8975,8800
9187,9012
9403,9223
9613,9443
9828,9662
10043,9885
10259,10113
10478,10338
10699,10565
10925,10796
11152,11029
11382,11263
11618,11495
11859,11727
12102,11963
12350,12194
12594,12430
12840,12663
13087,12893
13355,13149
13601,13381
13853,13617
14101,13859
14345,14100
14586,14348
14832,14592
15078,14844
15328,15095
15585,15343
15844,15600
16108,15861
16381,16122
16660,16383
16937,16650
17214,16914
17488,17173
17755,17436
18024,17693
18290,17944
18550,18197
18810,18453
19071,18703
19331,18948
19595,19204
19863,19460
20134,19723
20408,19984
20687,20245
20967,20509
21248,20774
21532,21037
21812,21298
22082,21563
22347,21822
22608,22078
22864,22331
23118,22579
23367,22829
23646,23108
23905,23362
24170,23620
24437,23888
24713,24155
24991,24424
25267,24696
25548,24965
25828,25238
26103,25514
26379,25788
26656,26056
26920,26328
27182,26592
27439,26851
27687,27113
27936,27373
28187,27633
28442,27895
28707,28162
28979,28430
29252,28705
29530,28979
29812,29247
30090,29516
30366,29785
30638,30050
30905,30310
31167,30568
31428,30817
31682,31061
31934,31307
32182,31558
32429,31808
32686,32055
32949,32308
33220,32569
33502,32835
33792,33106
34115,33418
34410,33702
34707,33981
34995,34268
35279,34550
35560,34826
35832,35100
36098,35369
36358,35630
36604,35892
36849,36151
37096,36405
37345,36662
37600,36921
37860,37184
38125,37450
38399,37716
38679,37979
38956,38248
39232,38517
39505,38774
39771,39032
40036,39290
40304,39544
40572,39799
40836,40059
41099,40318
41358,40575
41616,40831
41879,41081
42145,41341
42419,41604
42698,41868
42981,42141
43267,42417
43557,42695
43840,42976
44113,43256
44385,43523
44649,43789
44935,44083
45192,44340
45441,44596
45686,44849
45938,45097
46192,45351
46445,45615
46708,45875
46972,46137
47238,46402
47505,46664
47770,46927
48031,47186
48291,47439
48547,47686
48795,47939
49050,48188
49307,48431
49555,48677
49801,48918
50048,49155
50296,49394
50553,49639
50821,49890
51091,50151
51362,50417
51641,50678
51921,50942
52196,51210
52472,51474
52742,51733
53011,51988
53279,52239
53543,52486
53797,52735
54047,52981
54292,53223
54532,53468
54780,53708
55058,53981
55315,54238
55581,54499
55850,54763
56116,55033
56379,55308
56637,55572
56887,55835
57130,56092
57367,56342
57600,56587
57836,56829
58069,57071
58299,57313
58528,57550
58771,57782
59016,58016
59266,58256
59526,58491
59789,58732
60052,58981
60320,59232
60586,59486
60844,59744
61095,59999
61345,60248
61592,60502
61836,60755
62081,61000
62318,61242
62552,61482
62793,61719
63037,61959
63285,62209
63539,62467
63799,62721
64060,62978
64328,63233
64599,63487
64867,63743
65167,64024
65431,64273
65685,64521
65932,64770
66180,65009
66421,65245
66656,65486
66897,65717
67142,65946
67392,66184
67651,66427
67916,66677
68182,66934
68445,67195
68709,67453
68971,67714
69228,67977
69481,68233
69729,68485
69972,68734
70216,68979
70459,69220
70699,69461
70938,69707
71177,69941
71418,70181
71666,70425
71920,70673
72178,70929
72442,71185
72711,71443
72978,71704
73240,71963
73499,72218
73753,72468
74004,72721
74255,72971
74507,73220
74757,73473
75032,73751
75279,73998
75527,74246
75775,74500
76029,74749
76285,75004
76545,75259
76808,75511
77075,75766
77342,76024
77603,76281
77858,76532
78105,76777
78351,77018
78595,77252
78836,77485
79073,77714
79306,77940
79540,78165
79780,78393
80025,78627
80273,78865
80524,79107
80777,79354
81037,79597
81297,79845
81552,80090
81801,80331
82045,80570
82283,80807
82519,81038
82752,81264
82979,81492
83199,81727
83419,81951
83639,82178
83862,82404
84087,82628
84315,82855
84571,83108
84808,83336
85049,83566
85291,83799
85524,84033
85759,84261
85992,84481
86218,84700
86441,84910
86661,85119
86880,85329
87098,85539
87313,85748
87528,85955
87746,86163
87963,86375
88185,86590
88408,86805
88629,87020
88851,87231
89071,87440
89289,87647
89503,87850
89712,88052
89915,88252
90116,88444
90316,88631
90510,88820
90701,89005
90889,89188
91073,89367
91257,89541
91440,89717
91624,89893
91809,90071
91995,90252
92181,90433
92367,90616
92550,90799
92727,90979
92910,91170
93073,91333
93235,91489
93392,91644
93546,91796
93695,91944
93839,92088
93984,92229
94129,92367
94273,92505
94417,92642
94558,92777
94696,92910
94828,93038
94957,93159
95079,93272
95187,93377
95288,93472
95379,93557
95461,93626
95535,93688
95601,93741
95656,93788
95695,93825
95723,93848
95743,93863
95756,93873
95763,93862
95752,93867
95751,93879
95749,93890
95758,93911
95768,93925
95784,93943
95804,93967
