0,0
9,11
6,24
-1,35
-4,49
-2,62
4,73
10,88
15,107
19,124
21,138
10,149
-1,150
-12,149
-23,131
-32,118
-48,107
-65,88
-83,64
-104,39
-128,9
-154,-22
-185,-51
-219,-83
-250,-123
-283,-165
-322,-209
-358,-258
-391,-308
-425,-351
-462,-386
-491,-420
-518,-455
-547,-484
-573,-513
-598,-541
-622,-568
-644,-597
-665,-625
-687,-654
-713,-684
-743,-714
-774,-748
-803,-784
-836,-826
-875,-874
-919,-928
-969,-986
-1025,-1046
-1086,-1112
-1151,-1184
-1221,-1260
-1296,-1340
-1459,-1526
-1552,-1624
-1650,-1729
-1754,-1837
-1865,-1947
-1982,-2063
-2107,-2185
-2239,-2310
-2374,-2447
-2516,-2589
-2665,-2736
-2821,-2891
-2987,-3054
-3161,-3228
-3347,-3410
-3542,-3600
-3746,-3798
-3961,-4000
-4182,-4210
-4412,-4425
-4646,-4646
-4879,-4873
-5114,-5103
-5349,-5334
-5582,-5565
-5818,-5796
-6059,-6025
-6297,-6257
-6539,-6487
-6781,-6722
-7027,-6961
-7275,-7204
-7526,-7457
-7783,-7717
-8043,-7981
-8311,-8252
-8592,-8527
-8878,-8809
-9163,-9097
-9483,-9413
-9769,-9701
-10052,-9994
-10337,-10281
-10622,-10564
-10909,-10843
-11198,-11119
-11486,-11394
-11779,-11671
-12074,-11951
-12369,-12245
-12671,-12546
-12978,-12846
-13293,-13153
-13614,-13464
-13939,-13776
-14262,-14091
-14582,-14406
-14898,-14721
-15215,-15035
-15533,-15340
-15853,-15643
-16171,-15944
-16484,-16245
-16797,-16549
-17112,-16851
-17423,-17164
-17735,-17479
-18051,-17794
-18373,-18112
-18696,-18432
-19020,-18756
-19343,-19076
-19662,-19392
-19972,-19706
-20312,-20049
-20619,-20346
-20916,-20642
-21213,-20932
-21507,-21217
-21798,-21499
-22085,-21786
-22376,-22073
-22669,-22356
-22967,-22647
-23271,-22938
-23578,-23231
-23883,-23530
-24189,-23827
-24494,-24124
